"ArtifactType","PathOrName","Location","Snippet"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\Administration.app-meta.xml","1774","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\Lead_Generation.app-meta.xml","1749","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\LightningMarketing.app-meta.xml","1769","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\Management.app-meta.xml","3141","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\Relationship_Management.app-meta.xml","1751","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\Sales_Leadership.app-meta.xml","1758","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\Sales_Operations.app-meta.xml","1757","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__AppLauncher.app-meta.xml","10","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__Chatter.app-meta.xml","14","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__Community.app-meta.xml","18","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__LightningSales.app-meta.xml","1954","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__LightningSalesConsole.app-meta.xml","3309","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__LightningSalesConsole.app-meta.xml","3492","<tab>Production_Quota__c</tab>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__Marketing.app-meta.xml","22","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__OnlineSales.app-meta.xml","1568","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__Platform.app-meta.xml","19","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__Sales.app-meta.xml","24","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__SalesforceCMS.app-meta.xml","1580","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__SalesforceCMS.app-meta.xml","1759","<tab>Production_Quota__c</tab>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__Service.app-meta.xml","21","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__ServiceConsole.app-meta.xml","188","<tabs>Production_Quota__c</tabs>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\applications\standard__ServiceConsole.app-meta.xml","369","<tab>Production_Quota__c</tab>"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\CopyProductionAmountinQuotas.cls","8","return Database.getQueryLocator([SELECT id,Production_Amount_t__c,Quota_Mt__c FROM Production_Quota__c]);"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\CopyProductionAmountinQuotas.cls","10","global void execute(Database.BatchableContext bc, List<Production_Quota__c> records){"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\CopyProductionAmountinQuotas.cls","11","for(Production_Quota__c pq : records){"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\CopyProductionAmountinQuotasTest.cls","6","List<Production_Quota__c> pqList = new List<Production_Quota__c>();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\CopyProductionAmountinQuotasTest.cls","8","Production_Quota__c pq = new Production_Quota__c(Production_Amount_t__c = 1 + i);"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\CopyProductionAmountinQuotasTest.cls","18","List<Production_Quota__c> pqUpdList= [SELECT Id,Production_Amount_t__c,Quota_Mt__c FROM Production_Quota__c];"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\OpportunitiesWithoutOrderBatch.cls","5","return Database.getQueryLocator('SELECT id, Sales_Manager__c,Product__c,Market_Segment__c,Quota_Type__c,Shop__c,Period__c FROM Production_Quota__c' );"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\OpportunitiesWithoutOrderBatch.cls","8","global void execute(Database.BatchableContext context, List<Production_Quota__c> scope) {"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\OpportunitiesWithoutOrderBatch.cls","11","for(Production_Quota__c prodQuota : scope){"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItem.cls","25","List<Production_Quota__c> pqList = [SELECT Id,Period__c FROM Production_Quota__c WHERE Sales_Manager__c=:oppItem.Opportunity.OwnerId"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItem.cls","32","for(Production_Quota__c pq:pqList){"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItem.cls","45","newpqtop.Production_Quota__c = pq.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","258","Production_Quota__c newProdQuota = new Production_Quota__c();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","263","oppProdOnProdQuote.Production_Quota__c = newProdQuota.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","402","Production_Quota__c newProdQuota = new Production_Quota__c();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","407","//oppProdOnProdQuote.Production_Quota__c = newProdQuota.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","547","Production_Quota__c newProdQuota = new Production_Quota__c();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","552","oppProdOnProdQuote.Production_Quota__c = newProdQuota.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","681","Production_Quota__c newProdQuota = new Production_Quota__c();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","686","oppProdOnProdQuote.Production_Quota__c = newProdQuota.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","814","Production_Quota__c newProdQuota = new Production_Quota__c();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddOppItemTest.cls","819","oppProdOnProdQuote.Production_Quota__c = newProdQuota.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddRelativeItems.cls","19","return Database.getQueryLocator('SELECT id, Sales_Manager__c,Product__c,Market_Segment__c,Quota_Type__c,Shop__c,Period__c FROM Production_Quota__c WHERE id in:insertedProductionQuote' );"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddRelativeItems.cls","22","global void execute(Database.BatchableContext context, List<Production_Quota__c> scope) {"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddRelativeItems.cls","24","for(Production_Quota__c prodQuota : scope){"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddRelativeItems.cls","118","newpqtop.Production_Quota__c = prodQuota.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddRelativeItems.cls","145","prodQuoteToShopQuote.Production_Quota__c = prodQuota.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddShopQuota.cls","19","List<Production_Quota__c> pqList = [SELECT Id,(SELECT Shop_Quota__c FROM ProdQuoteToShopQuotes__r) FROM Production_Quota__c WHERE Sales_Manager__c=:shopQuotaItem.Opportunity__r.OwnerId"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddShopQuota.cls","22","for(Production_Quota__c pq:pqList){"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteAddShopQuota.cls","33","prodQuoteToShopQuote.Production_Quota__c = pq.id;"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteCreateBatch.cls","18","List<Production_Quota__c> productionQuotaToInsert = new List<Production_Quota__c>();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteCreateBatch.cls","29","Production_Quota__c pq = new Production_Quota__c();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteDeleteBatch.cls","36","return Database.getQueryLocator('SELECT id FROM Production_Quota__c WHERE Period__c in :listDateCheck' );"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteDeleteBatch.cls","39","global void execute(Database.BatchableContext context, List<Production_Quota__c> scope) {"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteDeleteDuplicationTest.cls","6","Production_Quota__c prodQuota = new Production_Quota__c();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteDeleteDuplicationTest.cls","11","ProdQuoteToOppProduct__c prodQuoteToOppProduct = new ProdQuoteToOppProduct__c(Production_Quota__c = prodQuota.Id);"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteDeleteOppItemsBatchTest.cls","5","Production_Quota__c prodQuota = new Production_Quota__c();"
"GenericMatch","C:\Users\aleksandr.novikov\InterpipeNewDev\force-app\main\default\classes\ProductionQuoteDeleteOppItemsBatchTest.cls","10","ProdQuoteToOppProduct__c prodQuoteToOppProduct = new ProdQuoteToOppProduct__c(Production_Quota__c = prodQuota.Id);"
